Dataset,Site,Tissue,cX project name,Slide,Condition,Platform,Pixel_Size,Nuclear_marker used for cell segmentation,Membrane_markers used for segmentation,FOV,Region,Region_sizeX,Region_sizeY,Region_coordX,Region_coordY
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-2,2,"10 min Citraconic Anhydride (pH 7.4), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV2, A07,3584,2560,19184,14910
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-2,2,"10 min Citraconic Anhydride (pH 7.4), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV2, A08,3584,2560,19184,12350
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-20,20,"40 min Citraconic Anhydride (pH 7.4), 37C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV1, A01,3584,2560,9000,5000
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-20,20,"40 min Citraconic Anhydride (pH 7.4), 37C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV1, A02,3584,2560,9000,7560
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-20,20,"40 min Citraconic Anhydride (pH 7.4), 37C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV1, A03,3584,2560,12584,7560
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-20,20,"40 min Citraconic Anhydride (pH 7.4), 37C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV1, A04,3584,2560,12584,5000
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-20,20,"40 min Citraconic Anhydride (pH 7.4), 37C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV2, A05,3584,2560,12500,11500
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-20,20,"40 min Citraconic Anhydride (pH 7.4), 37C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV2, A06,3584,2560,12500,14060
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-20,20,"40 min Citraconic Anhydride (pH 7.4), 37C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV2, A07,3584,2560,16084,14060
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-20,20,"40 min Citraconic Anhydride (pH 7.4), 37C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV2, A08,3584,2560,16084,11500
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-21,21,"40 min Tris/EDTA (pH 9.0), 4C O/N",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV1, A01,3584,2560,9000,5000
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-21,21,"40 min Tris/EDTA (pH 9.0), 4C O/N",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV1, A02,3584,2560,9000,7560
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-21,21,"40 min Tris/EDTA (pH 9.0), 4C O/N",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV1, A03,3584,2560,12584,7560
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-21,21,"40 min Tris/EDTA (pH 9.0), 4C O/N",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV1, A04,3584,2560,12584,5000
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-21,21,"40 min Tris/EDTA (pH 9.0), 4C O/N",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV2, A05,3584,2560,12500,12000
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-21,21,"40 min Tris/EDTA (pH 9.0), 4C O/N",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV2, A06,3584,2560,12500,14560
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-21,21,"40 min Tris/EDTA (pH 9.0), 4C O/N",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV2, A07,3584,2560,16084,14560
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-21,21,"40 min Tris/EDTA (pH 9.0), 4C O/N",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV2, A08,3584,2560,16084,12000
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-22,22,"40 min Tris/EDTA (pH 9.0), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV1, A01,3584,2560,9000,4500
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-22,22,"40 min Tris/EDTA (pH 9.0), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV1, A02,3584,2560,9000,7060
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-22,22,"40 min Tris/EDTA (pH 9.0), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV1, A03,3584,2560,12584,7060
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-22,22,"40 min Tris/EDTA (pH 9.0), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV1, A04,3584,2560,12584,4500
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-22,22,"40 min Tris/EDTA (pH 9.0), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV2, A05,3584,2560,12500,11500
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-22,22,"40 min Tris/EDTA (pH 9.0), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV2, A06,3584,2560,12500,14060
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-22,22,"40 min Tris/EDTA (pH 9.0), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV2, A07,3584,2560,16084,14060
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-22,22,"40 min Tris/EDTA (pH 9.0), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV2, A08,3584,2560,16084,11500
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-23,23,"40 min Tris/EDTA (pH 9.0), 25C O/N",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV1, A01,3584,2560,9000,5000
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-23,23,"40 min Tris/EDTA (pH 9.0), 25C O/N",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV1, A02,3584,2560,9000,7560
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-23,23,"40 min Tris/EDTA (pH 9.0), 25C O/N",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV1, A03,3584,2560,12584,7560
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-23,23,"40 min Tris/EDTA (pH 9.0), 25C O/N",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV1, A04,3584,2560,12584,5000
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-23,23,"40 min Tris/EDTA (pH 9.0), 25C O/N",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV2, A05,3584,2560,12500,12000
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-23,23,"40 min Tris/EDTA (pH 9.0), 25C O/N",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV2, A06,3584,2560,12500,14560
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-23,23,"40 min Tris/EDTA (pH 9.0), 25C O/N",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV2, A07,3584,2560,16084,14560
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-23,23,"40 min Tris/EDTA (pH 9.0), 25C O/N",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV2, A08,3584,2560,16084,12000
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-24,24,"40 min Tris/EDTA (pH 9.0), 37C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV1, A01,3584,2560,9500,6000
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-24,24,"40 min Tris/EDTA (pH 9.0), 37C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV1, A02,3584,2560,9500,8560
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-24,24,"40 min Tris/EDTA (pH 9.0), 37C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV1, A03,3584,2560,13084,8560
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-24,24,"40 min Tris/EDTA (pH 9.0), 37C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV1, A04,3584,2560,13084,6000
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-24,24,"40 min Tris/EDTA (pH 9.0), 37C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV2, A05,3584,2560,12000,13000
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-24,24,"40 min Tris/EDTA (pH 9.0), 37C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV2, A06,3584,2560,12000,15560
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-24,24,"40 min Tris/EDTA (pH 9.0), 37C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV2, A07,3584,2560,15584,15560
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-24,24,"40 min Tris/EDTA (pH 9.0), 37C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV2, A08,3584,2560,15584,13000
Initial_Optimization,Roche,Tonsil,CCPA-250407-25,2,"10 min Citraconic Anhydride (pH 7.4), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[1, 2, 5, 8, 13] #CD8, CD3E, CD45, IBA1, Vimentin",FOV1, A01,2048,2560,19000,29500
Initial_Optimization,Roche,Tonsil,CCPA-250407-25,2,"10 min Citraconic Anhydride (pH 7.4), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[1, 2, 5, 8, 13] #CD8, CD3E, CD45, IBA1, Vimentin",FOV1, A02,2048,2560,19000,32060
Initial_Optimization,Roche,Tonsil,CCPA-250407-25,2,"10 min Citraconic Anhydride (pH 7.4), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[1, 2, 5, 8, 13] #CD8, CD3E, CD45, IBA1, Vimentin",FOV1, A03,2048,2560,21048,32060
Initial_Optimization,Roche,Tonsil,CCPA-250407-25,2,"10 min Citraconic Anhydride (pH 7.4), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[1, 2, 5, 8, 13] #CD8, CD3E, CD45, IBA1, Vimentin",FOV1, A04,2048,2560,21048,29500
Initial_Optimization,Roche,Tonsil,CCPA-250407-25,2,"10 min Citraconic Anhydride (pH 7.4), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[1, 2, 5, 8, 13] #CD8, CD3E, CD45, IBA1, Vimentin",FOV2, A05,2560,1536,20000,42500
Initial_Optimization,Roche,Tonsil,CCPA-250407-25,2,"10 min Citraconic Anhydride (pH 7.4), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[1, 2, 5, 8, 13] #CD8, CD3E, CD45, IBA1, Vimentin",FOV2, A06,2560,1536,20000,44036
Initial_Optimization,Roche,Tonsil,CCPA-250407-25,2,"10 min Citraconic Anhydride (pH 7.4), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[1, 2, 5, 8, 13] #CD8, CD3E, CD45, IBA1, Vimentin",FOV2, A07,2560,1536,22560,44036
Initial_Optimization,Roche,Tonsil,CCPA-250407-25,2,"10 min Citraconic Anhydride (pH 7.4), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[1, 2, 5, 8, 13] #CD8, CD3E, CD45, IBA1, Vimentin",FOV2, A08,2560,1536,22560,42500
Initial_Optimization,Roche,Tonsil,CCPA-250407-26,6,"10 min Tris/EDTA (pH 9.0), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[1, 2, 5, 8, 13] #CD8, CD3E, CD45, IBA1, Vimentin",FOV1, A01,2048,2560,12300,31000
Initial_Optimization,Roche,Tonsil,CCPA-250407-26,6,"10 min Tris/EDTA (pH 9.0), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[1, 2, 5, 8, 13] #CD8, CD3E, CD45, IBA1, Vimentin",FOV1, A02,2048,2560,12300,33560
Initial_Optimization,Roche,Tonsil,CCPA-250407-26,6,"10 min Tris/EDTA (pH 9.0), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[1, 2, 5, 8, 13] #CD8, CD3E, CD45, IBA1, Vimentin",FOV1, A03,2048,2560,14348,33560
Initial_Optimization,Roche,Tonsil,CCPA-250407-26,6,"10 min Tris/EDTA (pH 9.0), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[1, 2, 5, 8, 13] #CD8, CD3E, CD45, IBA1, Vimentin",FOV1, A04,2048,2560,14348,31000
Initial_Optimization,Roche,Tonsil,CCPA-250407-26,6,"10 min Tris/EDTA (pH 9.0), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[1, 2, 5, 8, 13] #CD8, CD3E, CD45, IBA1, Vimentin",FOV2, A05,2560,1536,13000,44000
Initial_Optimization,Roche,Tonsil,CCPA-250407-26,6,"10 min Tris/EDTA (pH 9.0), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[1, 2, 5, 8, 13] #CD8, CD3E, CD45, IBA1, Vimentin",FOV2, A06,2560,1536,13000,45536
Initial_Optimization,Roche,Tonsil,CCPA-250407-26,6,"10 min Tris/EDTA (pH 9.0), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[1, 2, 5, 8, 13] #CD8, CD3E, CD45, IBA1, Vimentin",FOV2, A07,2560,1536,15560,45536
Initial_Optimization,Roche,Tonsil,CCPA-250407-26,6,"10 min Tris/EDTA (pH 9.0), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[1, 2, 5, 8, 13] #CD8, CD3E, CD45, IBA1, Vimentin",FOV2, A08,2560,1536,15560,44000
Initial_Optimization,Roche,Tonsil,CCPA-250407-27,10,"20 min Citraconic Anhydride (pH 7.4), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[1, 2, 5, 8, 13] #CD8, CD3E, CD45, IBA1, Vimentin",FOV1, A01,2048,2560,14600,36000
Initial_Optimization,Roche,Tonsil,CCPA-250407-27,10,"20 min Citraconic Anhydride (pH 7.4), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[1, 2, 5, 8, 13] #CD8, CD3E, CD45, IBA1, Vimentin",FOV1, A02,2048,2560,14600,38560
Initial_Optimization,Roche,Tonsil,CCPA-250407-27,10,"20 min Citraconic Anhydride (pH 7.4), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[1, 2, 5, 8, 13] #CD8, CD3E, CD45, IBA1, Vimentin",FOV1, A03,2048,2560,16648,38560
Initial_Optimization,Roche,Tonsil,CCPA-250407-27,10,"20 min Citraconic Anhydride (pH 7.4), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[1, 2, 5, 8, 13] #CD8, CD3E, CD45, IBA1, Vimentin",FOV1, A04,2048,2560,16648,36000
Initial_Optimization,Roche,Tonsil,CCPA-250407-27,10,"20 min Citraconic Anhydride (pH 7.4), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[1, 2, 5, 8, 13] #CD8, CD3E, CD45, IBA1, Vimentin",FOV2, A05,2560,1536,15000,49250
Initial_Optimization,Roche,Tonsil,CCPA-250407-27,10,"20 min Citraconic Anhydride (pH 7.4), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[1, 2, 5, 8, 13] #CD8, CD3E, CD45, IBA1, Vimentin",FOV2, A06,2560,1536,15000,50786
Initial_Optimization,Roche,Tonsil,CCPA-250407-27,10,"20 min Citraconic Anhydride (pH 7.4), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[1, 2, 5, 8, 13] #CD8, CD3E, CD45, IBA1, Vimentin",FOV2, A07,2560,1536,17560,49250
Initial_Optimization,Roche,Tonsil,CCPA-250407-27,10,"20 min Citraconic Anhydride (pH 7.4), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[1, 2, 5, 8, 13] #CD8, CD3E, CD45, IBA1, Vimentin",FOV2, A08,2560,1536,17560,50786
Initial_Optimization,Roche,Tonsil,CCPA-250407-28,14,"20 min Tris/EDTA (pH 9.0), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[1, 2, 5, 8, 13] #CD8, CD3E, CD45, IBA1, Vimentin",FOV1, A01,2048,2560,15500,30500
Initial_Optimization,Roche,Tonsil,CCPA-250407-28,14,"20 min Tris/EDTA (pH 9.0), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[1, 2, 5, 8, 13] #CD8, CD3E, CD45, IBA1, Vimentin",FOV1, A02,2048,2560,15500,33060
Initial_Optimization,Roche,Tonsil,CCPA-250407-28,14,"20 min Tris/EDTA (pH 9.0), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[1, 2, 5, 8, 13] #CD8, CD3E, CD45, IBA1, Vimentin",FOV1, A03,2048,2560,17548,33060
Initial_Optimization,Roche,Tonsil,CCPA-250407-28,14,"20 min Tris/EDTA (pH 9.0), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[1, 2, 5, 8, 13] #CD8, CD3E, CD45, IBA1, Vimentin",FOV1, A04,2048,2560,17548,30500
Initial_Optimization,Roche,Tonsil,CCPA-250407-28,14,"20 min Tris/EDTA (pH 9.0), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[1, 2, 5, 8, 13] #CD8, CD3E, CD45, IBA1, Vimentin",FOV2, A05,2560,1536,14500,43500
Initial_Optimization,Roche,Tonsil,CCPA-250407-28,14,"20 min Tris/EDTA (pH 9.0), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[1, 2, 5, 8, 13] #CD8, CD3E, CD45, IBA1, Vimentin",FOV2, A06,2560,1536,14500,45036
Initial_Optimization,Roche,Tonsil,CCPA-250407-28,14,"20 min Tris/EDTA (pH 9.0), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[1, 2, 5, 8, 13] #CD8, CD3E, CD45, IBA1, Vimentin",FOV2, A07,2560,1536,17060,45036
Initial_Optimization,Roche,Tonsil,CCPA-250407-28,14,"20 min Tris/EDTA (pH 9.0), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[1, 2, 5, 8, 13] #CD8, CD3E, CD45, IBA1, Vimentin",FOV2, A08,2560,1536,17060,43500
Initial_Optimization,Roche,Tonsil,CCPA-250407-29,18,"40 min Citraconic Anhydride (pH 7.4), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[1, 2, 5, 8, 13] #CD8, CD3E, CD45, IBA1, Vimentin",FOV1, A01,2048,2560,14400,28000
Initial_Optimization,Roche,Tonsil,CCPA-250407-29,18,"40 min Citraconic Anhydride (pH 7.4), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[1, 2, 5, 8, 13] #CD8, CD3E, CD45, IBA1, Vimentin",FOV1, A02,2048,2560,14400,30560
Initial_Optimization,Roche,Tonsil,CCPA-250407-29,18,"40 min Citraconic Anhydride (pH 7.4), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[1, 2, 5, 8, 13] #CD8, CD3E, CD45, IBA1, Vimentin",FOV1, A03,2048,2560,16448,28000
Initial_Optimization,Roche,Tonsil,CCPA-250407-29,18,"40 min Citraconic Anhydride (pH 7.4), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[1, 2, 5, 8, 13] #CD8, CD3E, CD45, IBA1, Vimentin",FOV1, A04,2048,2560,16448,30560
Initial_Optimization,Roche,Tonsil,CCPA-250407-29,18,"40 min Citraconic Anhydride (pH 7.4), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[1, 2, 5, 8, 13] #CD8, CD3E, CD45, IBA1, Vimentin",FOV2, A05,2560,1536,16000,40500
Initial_Optimization,Roche,Tonsil,CCPA-250407-29,18,"40 min Citraconic Anhydride (pH 7.4), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[1, 2, 5, 8, 13] #CD8, CD3E, CD45, IBA1, Vimentin",FOV2, A06,2560,1536,16000,42036
Initial_Optimization,Roche,Tonsil,CCPA-250407-29,18,"40 min Citraconic Anhydride (pH 7.4), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[1, 2, 5, 8, 13] #CD8, CD3E, CD45, IBA1, Vimentin",FOV2, A07,2560,1536,18560,40500
Initial_Optimization,Roche,Tonsil,CCPA-250407-29,18,"40 min Citraconic Anhydride (pH 7.4), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[1, 2, 5, 8, 13] #CD8, CD3E, CD45, IBA1, Vimentin",FOV2, A08,2560,1536,18560,42036
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-3,3,"10 min Citraconic Anhydride (pH 7.4), 25C O/N",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV1, A01,3584,2560,9000,6000
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-3,3,"10 min Citraconic Anhydride (pH 7.4), 25C O/N",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV1, A02,3584,2560,9000,8560
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-3,3,"10 min Citraconic Anhydride (pH 7.4), 25C O/N",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV1, A03,3584,2560,12584,8560
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-3,3,"10 min Citraconic Anhydride (pH 7.4), 25C O/N",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV1, A04,3584,2560,12584,6000
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-3,3,"10 min Citraconic Anhydride (pH 7.4), 25C O/N",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV2, A05,3584,2560,12300,13000
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-3,3,"10 min Citraconic Anhydride (pH 7.4), 25C O/N",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV2, A06,3584,2560,12300,15560
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-3,3,"10 min Citraconic Anhydride (pH 7.4), 25C O/N",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV2, A07,3584,2560,15884,15560
Initial_Optimization,BIDMC,Tonsil,CCPA-250407-3,3,"10 min Citraconic Anhydride (pH 7.4), 25C O/N",PhenoCycler-Fusion,0.5,[0] #DAPI,"[2, 6, 12, 27] #CD45, CD11b, HLA-DR, Cytokeratin",FOV2, A08,3584,2560,15884,13000
Initial_Optimization,Roche,Tonsil,CCPA-250407-30,22,"40 min Tris/EDTA (pH 9.0), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[1, 2, 5, 8, 13] #CD8, CD3E, CD45, IBA1, Vimentin",FOV1, A01,2048,2560,16500,35900
Initial_Optimization,Roche,Tonsil,CCPA-250407-30,22,"40 min Tris/EDTA (pH 9.0), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[1, 2, 5, 8, 13] #CD8, CD3E, CD45, IBA1, Vimentin",FOV1, A02,2048,2560,16500,38460
Initial_Optimization,Roche,Tonsil,CCPA-250407-30,22,"40 min Tris/EDTA (pH 9.0), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[1, 2, 5, 8, 13] #CD8, CD3E, CD45, IBA1, Vimentin",FOV1, A03,2048,2560,18548,38460
Initial_Optimization,Roche,Tonsil,CCPA-250407-30,22,"40 min Tris/EDTA (pH 9.0), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[1, 2, 5, 8, 13] #CD8, CD3E, CD45, IBA1, Vimentin",FOV1, A04,2048,2560,18548,35900
Initial_Optimization,Roche,Tonsil,CCPA-250407-30,22,"40 min Tris/EDTA (pH 9.0), 25C 1h",PhenoCycler-Fusion,0.5,[0] #DAPI,"[1, 2, 5, 8, 13] #CD8, CD3E, CD45, IBA1, Vimentin",FOV2, A05,2560,1536,15500,49250
